key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
pk001154,The passable area has a moderate path length.,The walkable space has a moderate path length.,001154,pokemon_0162,1,path_length,,,23.0,,,
pk001155,The map has a very long path.,The map has a very long path.,001155,pokemon_0163,1,path_length,,,31.0,,,
pk001156,The path is fairly short through the floors.,The path is fairly short through empty space.,001156,pokemon_0164,1,path_length,,,22.0,,,
pk001157,The grass path is very short.,The empty path is very short.,001157,pokemon_0165,1,path_length,,,17.0,,,
pk001158,The overworld has a very short traversable path.,The map has a very short passable path.,001158,pokemon_0166,1,path_length,,,15.0,,,
pk001159,The passable area has a moderate path length.,The passable area has a moderate path length.,001159,pokemon_0167,1,path_length,,,21.0,,,
pk001160,The map has a restricted path through floor and grass.,The map has a restricted path through empty and collectable tiles.,001160,pokemon_0168,1,path_length,,,20.0,,,
pk001161,The map has a long path through the floor and grass.,The map has a long path through empty space and hazards.,001161,pokemon_0169,1,path_length,,,29.0,,,
pk001162,The traversable path is fairly short.,The traversable path is fairly short.,001162,pokemon_0170,1,path_length,,,21.0,,,
pk001163,The floor path is limited and somewhat long.,The empty space is limited and somewhat long.,001163,pokemon_0171,1,path_length,,,23.0,,,
pk001164,"The map has a tiny, short path.",The map has a tiny stretch of empty and passable tiles.,001164,pokemon_0172,1,path_length,,,18.0,,,
pk001165,The map has a very long traversable path.,The map has a very long passable path.,001165,pokemon_0173,1,path_length,,,33.0,,,
pk001166,The overworld has a very long path through the floor and grass.,The map has a very long path through empty space and passable tiles.,001166,pokemon_0174,1,path_length,,,31.0,,,
pk001167,The passable path is very long.,The traversable path is very long.,001167,pokemon_0175,1,path_length,,,33.0,,,
pk001168,The routes are fairly long and winding.,The walkable spaces form fairly long paths.,001168,pokemon_0176,1,path_length,,,30.0,,,
pk001169,The passable area is somewhat restricted.,The empty paths are somewhat restricted.,001169,pokemon_0177,1,path_length,,,22.0,,,
pk001170,"The map has a long, winding path.","The map has a long, winding path.",001170,pokemon_0178,1,path_length,,,26.0,,,
pk001171,The overworld has a long traversable path.,The map has a long traversable path.,001171,pokemon_0179,1,path_length,,,30.0,,,
pk001172,"The route through floor, grass, and objects is long.","The route through empty, hazard, and collectable tiles is long.",001172,pokemon_0180,1,path_length,,,27.0,,,
pk001173,The traversable path is very short and tiny.,The traversable path is very short and tiny.,001173,pokemon_0181,1,path_length,,,18.0,,,
pk001174,The map has a long path through floor and grass.,The map has a long path through empty space.,001174,pokemon_0182,1,path_length,,,25.0,,,
pk001175,The route through floors and grass is fairly long.,The traversable path through empty tiles is fairly long.,001175,pokemon_0183,1,path_length,,,26.0,,,
pk001176,The map has a long winding route through floor.,The map has a long winding route through empty tiles.,001176,pokemon_0184,1,path_length,,,30.0,,,
pk001177,The map has a short traversable path.,The map has a short traversable path.,001177,pokemon_0185,1,path_length,,,23.0,,,
pk001178,The route is long and winding through floor and grass.,The path through empty and passable tiles is long and winding.,001178,pokemon_0186,1,path_length,,,30.0,,,
pk001179,Long FLOOR paths run through the map.,Long empty paths run through the map.,001179,pokemon_0187,1,path_length,,,29.0,,,
pk001180,The map has a tiny traversable path.,The map has a tiny passable path.,001180,pokemon_0188,1,path_length,,,18.0,,,
pk001181,The route through floors and grass is tiny.,The route through empty space is tiny.,001181,pokemon_0190,1,path_length,,,11.0,,,
pk001182,The map has a very short path through floors and grass.,The map has a very short path through empty space.,001182,pokemon_0191,1,path_length,,,18.0,,,
pk001183,The floor is sparse.,The empty space is sparse.,001183,pokemon_0192,1,path_length,,,18.0,,,
pk001184,The floor has a fairly long traversable path.,The empty space has a fairly long traversable path.,001184,pokemon_0193,1,path_length,,,30.0,,,
pk001185,The path through FLOOR and GRASS is somewhat restricted.,The path through empty tiles is somewhat restricted.,001185,pokemon_0194,1,path_length,,,19.0,,,
pk001186,The floor is very sparse.,The empty space is very sparse.,001186,pokemon_0195,1,path_length,,,0.0,,,
pk001187,The overworld has an extensive traversable route.,The map has an extensive traversable route.,001187,pokemon_0196,1,path_length,,,32.0,,,
pk001188,The map has a long path through floor and grass.,The map has a long path through empty space.,001188,pokemon_0197,1,path_length,,,25.0,,,
pk001189,The area has a moderately restricted route.,The area has a moderately restricted path.,001189,pokemon_0198,1,path_length,,,22.0,,,
pk001190,The floor forms a very long winding path.,The empty space forms a very long winding path.,001190,pokemon_0199,1,path_length,,,37.0,,,
pk001191,The floor has a long path.,The empty space has a long path.,001191,pokemon_0200,1,path_length,,,30.0,,,
pk001192,The overworld has a restricted path.,The map has a restricted path.,001192,pokemon_0201,1,path_length,,,24.0,,,
pk001193,The path is long and winding.,The traversable path is long and winding.,001193,pokemon_0202,1,path_length,,,30.0,,,
pk001194,The path is tiny.,The empty space is tiny.,001194,pokemon_0203,1,path_length,,,0.0,,,
pk001195,The map has a somewhat short route through the floor.,The map has a somewhat short route through empty space.,001195,pokemon_0204,1,path_length,,,23.0,,,
pk001196,The floor area is minimal.,The empty space is minimal.,001196,pokemon_0205,1,path_length,,,3.0,,,
pk001197,The passable tiles form a moderately long winding path.,The passable tiles form a moderately long winding path.,001197,pokemon_0206,1,path_length,,,22.0,,,
pk001198,A long path crosses the area.,A long path crosses the area.,001198,pokemon_0207,1,path_length,,,25.0,,,
pk001199,The map has a long traversable route through the floor and grass.,The map has a long traversable route through empty space and collectables.,001199,pokemon_0208,1,path_length,,,30.0,,,
pk001200,The map has a very long traversable path.,The map has a very long traversable path.,001200,pokemon_0209,1,path_length,,,31.0,,,
pk001201,The floor path is somewhat restricted.,The empty path is somewhat restricted.,001201,pokemon_0210,1,path_length,,,22.0,,,
pk001202,The traversable path is fairly short.,The traversable path is fairly short.,001202,pokemon_0211,1,path_length,,,21.0,,,
pk001203,The path through floor and grass is very short.,The path through empty and collectable tiles is very short.,001203,pokemon_0213,1,path_length,,,11.0,,,
pk001204,"The map has a long, winding floor path with a few enemies.","The map has a long, winding empty path with a few hazards.",001204,pokemon_0214,1,path_length,,,30.0,,,
pk001205,A long floor route winds through the map.,A long empty route winds through the map.,001205,pokemon_0215,1,path_length,,,25.0,,,
pk001206,The passable path is fairly short.,The passable space is fairly short.,001206,pokemon_0216,1,path_length,,,20.0,,,
pk001207,"The map has a long, winding route.","The map has a long, winding path.",001207,pokemon_0217,1,path_length,,,26.0,,,
pk001208,The path is fairly long across floor and grass.,The path is fairly long through empty and collectable tiles.,001208,pokemon_0218,1,path_length,,,30.0,,,
pk001209,"The overworld has a long, winding path.","The map has a long, winding empty path.",001209,pokemon_0219,1,path_length,,,30.0,,,
pk001210,The route through floor is very short.,The route through empty space is very short.,001210,pokemon_0220,1,path_length,,,17.0,,,
pk001211,The route is minimal and short.,The traversable path is minimal and short.,001211,pokemon_0221,1,path_length,,,16.0,,,
pk001212,The traversable path is moderately long.,The passable path is moderately long.,001212,pokemon_0222,1,path_length,,,20.0,,,
pk001213,"The path through floors, grass, and objects is fairly long.","The path through empty, hazard, and collectable tiles is fairly long.",001213,pokemon_0223,1,path_length,,,26.0,,,
pk001214,"The path runs long through floor, grass, and water.",The path runs long through empty and collectable tiles.,001214,pokemon_0224,1,path_length,,,27.0,,,
pk001215,The FLOOR path is relatively restricted.,The empty path is relatively restricted.,001215,pokemon_0225,1,path_length,,,24.0,,,
pk001216,The passable terrain is moderately short and open.,The passable area is moderately short and open.,001216,pokemon_0226,1,path_length,,,24.0,,,
pk001217,The map has a moderately long path through the floor.,The map has a moderately long path through empty tiles.,001217,pokemon_0227,1,path_length,,,22.0,,,
pk001218,The overworld has a very short path through the floor.,The map has a very short path through empty space.,001218,pokemon_0229,1,path_length,,,6.0,,,
pk001219,The passable area has a moderately short path.,The walkable area has a moderately short path.,001219,pokemon_0230,1,path_length,,,21.0,,,
pk001220,The map has a moderately long traversable path.,The map has a moderately long path through passable tiles.,001220,pokemon_0231,1,path_length,,,29.0,,,
pk001221,The route is moderately short through the floor and grass.,The route is moderately short through empty tiles and hazards.,001221,pokemon_0232,1,path_length,,,20.0,,,
pk001222,The route length is limited across the map.,The traversable path is limited across the map.,001222,pokemon_0233,1,path_length,,,19.0,,,
pk001223,A tiny stretch of floor is present here.,A tiny stretch of empty space is present here.,001223,pokemon_0234,1,path_length,,,18.0,,,
pk001224,The map has a long winding path.,The map has a long winding path.,001224,pokemon_0236,1,path_length,,,30.0,,,
pk001225,The map has a long traversable path.,The map has a long traversable path.,001225,pokemon_0237,1,path_length,,,25.0,,,
pk001226,The map has a minimal path length with a few enemies.,The map has minimal path length with a few hazards.,001226,pokemon_0238,1,path_length,,,18.0,,,
pk001227,The map has a minimal path length.,The map has minimal traversable path length.,001227,pokemon_0239,1,path_length,,,14.0,,,
pk001228,The route through floor and grass is fairly long.,The route through empty tiles is fairly long.,001228,pokemon_0240,1,path_length,,,30.0,,,
pk001229,The map has a limited path length.,The map has a limited path length.,001229,pokemon_0241,1,path_length,,,23.0,,,
pk001230,The passable tiles form a long route.,The passable categories form a long route.,001230,pokemon_0242,1,path_length,,,30.0,,,
pk001231,The routes are fairly limited.,The passable space is fairly limited.,001231,pokemon_0243,1,path_length,,,24.0,,,
pk001232,The map has a long winding route through the floor.,The map has a long winding route through empty tiles.,001232,pokemon_0244,1,path_length,,,26.0,,,
pk001233,"The map has a long, winding path through floors.","The map has a long, winding path through passable tiles.",001233,pokemon_0245,1,path_length,,,30.0,,,
pk001234,The map has a fairly short traversable path.,The map has a fairly short path through passable categories.,001234,pokemon_0246,1,path_length,,,21.0,,,
pk001235,The map has a long winding route through floor.,The map has a long winding route through empty.,001235,pokemon_0247,1,path_length,,,30.0,,,
pk001236,The path length is somewhat restricted.,The path length is somewhat restricted.,001236,pokemon_0248,1,path_length,,,21.0,,,
pk001237,The map has a moderately long path through floor and grass.,The map has a moderately long path through empty space.,001237,pokemon_0249,1,path_length,,,22.0,,,
pk001238,The map has a short path with few objects.,The map has a short path with few collectables.,001238,pokemon_0250,1,path_length,,,19.0,,,
pk001239,The floor area is tiny.,The empty area is tiny.,001239,pokemon_0251,1,path_length,,,15.0,,,
pk001240,The path is moderately long and winding.,The passable space is moderately long and winding.,001240,pokemon_0252,1,path_length,,,24.0,,,
pk001241,The overworld has a long path through mostly floor and grass.,The map has a long path through mostly empty tiles.,001241,pokemon_0253,1,path_length,,,30.0,,,
pk001242,The passable terrain has a moderately restricted path.,The passable space has a moderately restricted path.,001242,pokemon_0255,1,path_length,,,20.0,,,
pk001243,Paths are moderately long through floor and grass.,Paths are moderately long through empty space.,001243,pokemon_0256,1,path_length,,,21.0,,,
pk001244,The overworld has a very long winding path.,The map has a very long winding path.,001244,pokemon_0257,1,path_length,,,36.0,,,
pk001245,The passable area has a minimal path.,The passable area has a minimal path.,001245,pokemon_0258,1,path_length,,,12.0,,,
pk001246,The grassland has a moderate path length.,The empty space has a moderate path length.,001246,pokemon_0259,1,path_length,,,21.0,,,
pk001247,The path is moderately long through floors and a few enemies.,The traversable path is moderately long with some hazards scattered.,001247,pokemon_0260,1,path_length,,,23.0,,,
pk001248,The map has a long winding path through floors.,The map has a long winding path through empty space.,001248,pokemon_0261,1,path_length,,,30.0,,,
pk001249,The overworld path is moderately short.,The empty paths are moderately short.,001249,pokemon_0262,1,path_length,,,24.0,,,
pk001250,The floor is mostly open with a very short path.,The empty space is mostly open with a very short path.,001250,pokemon_0263,1,path_length,,,0.0,,,
pk001251,The floor stretches in a fairly long path.,The empty space stretches in a fairly long path.,001251,pokemon_0264,1,path_length,,,30.0,,,
pk001252,The map has a very long traversable path.,The map has a very long traversable path.,001252,pokemon_0265,1,path_length,,,31.0,,,
pk001253,The overworld has a long path through the grass.,The map has a long path through empty space.,001253,pokemon_0266,1,path_length,,,27.0,,,
pk001254,The path is tiny and very short.,The passable area is tiny and very short.,001254,pokemon_0267,1,path_length,,,14.0,,,
pk001255,The map has an exceptionally long traversable path.,The map has an exceptionally long traversable path.,001255,pokemon_0268,1,path_length,,,32.0,,,
pk001256,The map has a minimal path length.,The map has minimal path length.,001256,pokemon_0270,1,path_length,,,15.0,,,
pk001257,Very short paths cross the grassy area.,Very short paths cross the empty area.,001257,pokemon_0271,1,path_length,,,18.0,,,
pk001258,The passable path is extensive.,The passable path is extensive.,001258,pokemon_0272,1,path_length,,,35.0,,,
pk001259,The floor space is tiny.,The empty space is tiny.,001259,pokemon_0273,1,path_length,,,12.0,,,
pk001260,The route through floor and grass is very long.,The route through empty space is very long.,001260,pokemon_0274,1,path_length,,,31.0,,,
pk001261,The floor path is minimal.,The empty path is minimal.,001261,pokemon_0275,1,path_length,,,18.0,,,
pk001262,The map has a long winding route through the floor.,The map has a long winding route through empty tiles.,001262,pokemon_0276,1,path_length,,,25.0,,,
pk001263,"The route through floor, grass, and water is long.","The route through empty, hazard, and collectable tiles is long.",001263,pokemon_0277,1,path_length,,,30.0,,,
pk001264,The floor path is moderately long and winding.,The empty path is moderately long and winding.,001264,pokemon_0278,1,path_length,,,22.0,,,
pk001265,The map has a very short passable path.,The map has a very short traversable path.,001265,pokemon_0279,1,path_length,,,15.0,,,
pk001266,The map has a long traversable path.,The map has a long traversable path.,001266,pokemon_0280,1,path_length,,,30.0,,,
pk001267,The floor path is very short.,The walkable path is very short.,001267,pokemon_0281,1,path_length,,,12.0,,,
pk001268,"The path through floor, grass, and enemies is long.","The path through empty, hazard, and collectable tiles is long.",001268,pokemon_0282,1,path_length,,,30.0,,,
pk001269,The FLOOR area is tiny and short.,The empty area is tiny and short.,001269,pokemon_0283,1,path_length,,,0.0,,,
pk001270,The map has a very long FLOOR path.,The map has a very long empty path.,001270,pokemon_0284,1,path_length,,,34.0,,,
pk001271,The passable area forms a very long route.,The passable area forms a very long route.,001271,pokemon_0286,1,path_length,,,36.0,,,
pk001272,"The map has a long, winding path through FLOOR and GRASS.","The map has a long, winding path through empty space.",001272,pokemon_0287,1,path_length,,,30.0,,,
pk001273,The path is very long through the grassy area.,The path is very long through the empty space.,001273,pokemon_0288,1,path_length,,,37.0,,,
pk001274,The map has minimal passable floor paths.,The map has minimal empty paths.,001274,pokemon_0289,1,path_length,,,17.0,,,
pk001275,The path is moderately short and fairly direct.,The path is moderately short and fairly direct.,001275,pokemon_0292,1,path_length,,,20.0,,,
pk001276,The map has a long winding path through floors and grass.,The map has a long winding path through empty space.,001276,pokemon_0293,1,path_length,,,30.0,,,
pk001277,The passable area is extensive.,The passable area is extensive.,001277,pokemon_0294,1,path_length,,,31.0,,,
pk001278,The overworld has a minimal path length.,The map has minimal traversable space.,001278,pokemon_0295,1,path_length,,,16.0,,,
pk001279,The passable path is fairly long and open.,The traversable area is fairly long and open.,001279,pokemon_0296,1,path_length,,,30.0,,,
pk001280,The map has a long path through the floor and grass.,The map has a long path through empty spaces and hazards.,001280,pokemon_0297,1,path_length,,,31.0,,,
pk001281,The passable tiles form a moderately long route.,The passable tiles form a moderately long route.,001281,pokemon_0298,1,path_length,,,22.0,,,
pk001282,The route through floor is tiny.,The route through empty space is tiny.,001282,pokemon_0299,1,path_length,,,14.0,,,
pk001283,The traversable path is moderately long through floors and grass.,The traversable path is moderately long through empty tiles.,001283,pokemon_0300,1,path_length,,,22.0,,,
pk001284,The floor paths are moderately long.,The empty paths are moderately long.,001284,pokemon_0301,1,path_length,,,19.0,,,
pk001285,The route through floor and grass is fairly long.,The route through empty and passable tiles is fairly long.,001285,pokemon_0302,1,path_length,,,26.0,,,
pk001286,The route is very short.,The walkable space is very short.,001286,pokemon_0303,1,path_length,,,11.0,,,
pk001287,A short floor path cuts through the map.,A short empty path cuts through the map.,001287,pokemon_0304,1,path_length,,,22.0,,,
pk001288,The walkable path is tiny and short.,The passable path is tiny and short.,001288,pokemon_0305,1,path_length,,,12.0,,,
pk001289,The map has a tiny stretch of FLOOR and OBJECT.,The map has a tiny stretch of empty and collectable tiles.,001289,pokemon_0306,1,path_length,,,14.0,,,
pk001290,The map has a long winding route through the grass.,The map has a long winding route through empty space.,001290,pokemon_0307,1,path_length,,,31.0,,,
pk001291,"The map has a long, winding path through floors.","The map has a long, winding path through empty tiles.",001291,pokemon_0308,1,path_length,,,30.0,,,
pk001292,The paths are fairly short and scattered across the map.,The passable area has fairly short paths scattered throughout.,001292,pokemon_0309,1,path_length,,,23.0,,,
pk001293,The passable route is fairly short.,The passable path is fairly short.,001293,pokemon_0310,1,path_length,,,20.0,,,
pk001294,The passable route is fairly limited.,The traversable path is fairly limited.,001294,pokemon_0311,1,path_length,,,21.0,,,
pk001295,"The overworld has a long, winding traversable path.","The map has a long, winding traversable path.",001295,pokemon_0312,1,path_length,,,30.0,,,
pk001296,The map has a long route through floors and grass.,The map has a long route through empty space.,001296,pokemon_0313,1,path_length,,,30.0,,,
pk001297,The overworld has a very short path.,The map has very short empty paths.,001297,pokemon_0314,1,path_length,,,16.0,,,
pk001298,The floor path is minimal.,The empty path is minimal.,001298,pokemon_0315,1,path_length,,,9.0,,,
pk001299,"The map has a long, winding path through the floor.","The map has a long, winding path through empty space.",001299,pokemon_0316,1,path_length,,,27.0,,,
pk001300,The map has a long path through sparse floor.,The map has a long path through sparse empty space.,001300,pokemon_0317,1,path_length,,,30.0,,,
pk001301,The map has a moderately restricted passable path.,The map has a moderately restricted traversable path.,001301,pokemon_0318,1,path_length,,,20.0,,,
pk001302,The overworld has a long path.,The map has a long traversable path.,001302,pokemon_0319,1,path_length,,,30.0,,,
pk001303,The passable path is somewhat restricted.,The passable path is somewhat restricted.,001303,pokemon_0320,1,path_length,,,20.0,,,
pk001304,The map has a long winding route.,The map has a long winding path.,001304,pokemon_0321,1,path_length,,,50.0,,,
pk001305,The passable path is fairly limited.,The passable space is fairly limited.,001305,pokemon_0322,1,path_length,,,24.0,,,
pk001306,The path is fairly long and winding.,The passable area forms a fairly long route.,001306,pokemon_0323,1,path_length,,,27.0,,,
pk001307,The path is very short through sparse floor and object tiles.,The path is very short through sparse empty and collectable tiles.,001307,pokemon_0324,1,path_length,,,9.0,,,
pk001308,The passable path is fairly limited.,The traversable path is fairly limited.,001308,pokemon_0325,1,path_length,,,24.0,,,
pk001309,The map has a fairly short path with few objects and enemies.,The map has a fairly short path with few collectables and hazards.,001309,pokemon_0326,1,path_length,,,24.0,,,
pk001310,The route is extensive through floor and grass.,The traversable path is extensive through empty and collectable tiles.,001310,pokemon_0327,1,path_length,,,36.0,,,
pk001311,The map has an extensive floor path.,The map has an extensive empty path.,001311,pokemon_0328,1,path_length,,,34.0,,,
pk001312,The route is fairly long across the floor.,The empty space is fairly long across the map.,001312,pokemon_0329,1,path_length,,,30.0,,,
pk001313,The overworld has a tiny traversable path.,The map has a tiny empty path.,001313,pokemon_0330,1,path_length,,,18.0,,,
pk001314,The floor stretches in a long path.,The empty space stretches in a long path.,001314,pokemon_0331,1,path_length,,,30.0,,,
pk001315,The walkable path is short.,The empty spaces make a short path.,001315,pokemon_0333,1,path_length,,,21.0,,,
pk001316,The map has a long path through the floor and grass.,The map has a long path through empty and passable tiles.,001316,pokemon_0334,1,path_length,,,26.0,,,
pk001317,The floor paths are moderately long.,The empty paths are moderately long.,001317,pokemon_0335,1,path_length,,,22.0,,,
pk001318,The overworld has very short paths through the floor.,The map has very short paths through empty space.,001318,pokemon_0336,1,path_length,,,11.0,,,
pk001319,The walkable route is very short.,The empty space is very limited.,001319,pokemon_0337,1,path_length,,,8.0,,,
pk001320,The map has a long traversable route.,The map has a long traversable route.,001320,pokemon_0338,1,path_length,,,30.0,,,
pk001321,The route is long and winding through floors and grass.,The path is long and winding through empty space.,001321,pokemon_0339,1,path_length,,,26.0,,,
pk001322,The floor path is fairly limited.,The empty path is fairly limited.,001322,pokemon_0340,1,path_length,,,20.0,,,
pk001323,The floor is mostly open with a minimal path length.,The empty space is mostly open with a minimal path length.,001323,pokemon_0341,1,path_length,,,10.0,,,
pk001324,The route across the floor is very short.,The passable path is very short.,001324,pokemon_0342,1,path_length,,,0.0,,,
pk001325,The map has a long traversable path.,The map has a long traversable path.,001325,pokemon_0343,1,path_length,,,26.0,,,
pk001326,The map has a long path through floor and grass.,The map has a long path through empty tiles.,001326,pokemon_0344,1,path_length,,,30.0,,,
pk001327,The route through the floor is long.,The route through empty space is long.,001327,pokemon_0345,1,path_length,,,25.0,,,
pk001328,The route through floor is limited.,The route through empty space is limited.,001328,pokemon_0346,1,path_length,,,21.0,,,
pk001329,The passable area is moderately restricted.,The walkable area is moderately restricted.,001329,pokemon_0347,1,path_length,,,21.0,,,
pk001330,The map has a fairly long route.,The map has a fairly long route.,001330,pokemon_0348,1,path_length,,,30.0,,,
pk001331,The map has a long traversable path.,The map has a long traversable path.,001331,pokemon_0349,1,path_length,,,30.0,,,
pk001332,A short floor path cuts through the map.,A short empty path cuts through the map.,001332,pokemon_0350,1,path_length,,,14.0,,,
pk001333,The floor path is very long.,The empty path is very long.,001333,pokemon_0351,1,path_length,,,39.0,,,
pk001334,"The map has a long, winding path.","The map has a long, winding path.",001334,pokemon_0352,1,path_length,,,30.0,,,
pk001335,The map has a limited path length through FLOOR and GRASS.,The map has a limited path length through empty tiles.,001335,pokemon_0353,1,path_length,,,21.0,,,
pk001336,The floor path is tiny.,The empty path is tiny.,001336,pokemon_0354,1,path_length,,,14.0,,,
pk001337,The map has a very long passable path.,The map has a very long passable path.,001337,pokemon_0355,1,path_length,,,32.0,,,
pk001338,The floor path is fairly short.,The passable path is fairly short.,001338,pokemon_0356,1,path_length,,,23.0,,,
pk001339,The passable path is fairly limited.,The passable space is fairly limited.,001339,pokemon_0357,1,path_length,,,20.0,,,
pk001340,A tiny path winds through the grass.,A tiny empty path runs through the map.,001340,pokemon_0359,1,path_length,,,10.0,,,
pk001341,The traversable route is somewhat restricted.,The walkable path is somewhat restricted.,001341,pokemon_0360,1,path_length,,,24.0,,,
pk001342,The map has a long winding path.,The map has a long winding route.,001342,pokemon_0361,1,path_length,,,27.0,,,
pk001343,The floor path is very short.,The empty path is very short.,001343,pokemon_0362,1,path_length,,,6.0,,,
pk001344,The map has minimal traversable path length.,The map has minimal path length across empty space.,001344,pokemon_0363,1,path_length,,,0.0,,,
pk001345,"The map has a long, winding path with some enemies.","The map has a long, winding path with some hazards.",001345,pokemon_0364,1,path_length,,,30.0,,,
pk001346,The map has a tiny passable path.,The map has a tiny passable path.,001346,pokemon_0365,1,path_length,,,17.0,,,
pk001347,The passable area forms a short route.,The passable area forms a short route.,001347,pokemon_0366,1,path_length,,,24.0,,,
pk001348,The passable area is limited.,The empty space is limited.,001348,pokemon_0367,1,path_length,,,20.0,,,
pk001349,The path through floor and grass is moderately long.,The traversable path is moderately long.,001349,pokemon_0368,1,path_length,,,22.0,,,
pk001350,The overworld has a very long traversable path.,The map has a very long passable path.,001350,pokemon_0369,1,path_length,,,33.0,,,
pk001351,The map has minimal passable path length.,The map has minimal traversable path length.,001351,pokemon_0370,1,path_length,,,16.0,,,
pk001352,The map has an extensive FLOOR path.,The map has an extensive empty path.,001352,pokemon_0371,1,path_length,,,35.0,,,
pk001353,The map has a long path across the floor and grass.,The map has a long path across empty and hazard tiles.,001353,pokemon_0372,1,path_length,,,30.0,,,
pk001354,The path is minimal and very short.,The empty space is minimal and very short.,001354,pokemon_0373,1,path_length,,,10.0,,,
pk001355,The map has a limited path through FLOOR and GRASS.,The map has a limited path through empty space.,001355,pokemon_0374,1,path_length,,,22.0,,,
pk001356,The route is somewhat restricted by sparse floors.,The path is somewhat restricted by sparse empty space.,001356,pokemon_0375,1,path_length,,,23.0,,,
pk001357,The map has a long path through the floor and grass.,The map has a long path through empty and hazard tiles.,001357,pokemon_0376,1,path_length,,,28.0,,,
pk001358,The path is very short with sparse floor.,The walkable area is very short and sparse.,001358,pokemon_0377,1,path_length,,,15.0,,,
pk001359,The route is fairly long through floor and grass.,"The route is fairly long through empty, hazard, and collectable tiles.",001359,pokemon_0378,1,path_length,,,25.0,,,
pk001360,The map has a long traversable path.,The map has a long traversable path.,001360,pokemon_0379,1,path_length,,,29.0,,,
pk001361,The route is very short and sparse.,The passable area is very sparse.,001361,pokemon_0380,1,path_length,,,18.0,,,
pk001362,The map has an extensive traversable path.,The map has extensive empty-space paths.,001362,pokemon_0381,1,path_length,,,42.0,,,
pk001363,The walkable path is fairly restricted.,The walkable area is fairly restricted.,001363,pokemon_0382,1,path_length,,,22.0,,,
pk001364,"The route through grass, floor, and objects is long.",The path through empty space and passable tiles is long.,001364,pokemon_0383,1,path_length,,,30.0,,,
pk001365,The overworld has a fairly long traversable path.,The map has a fairly long path through passable space.,001365,pokemon_0384,1,path_length,,,25.0,,,
pk001366,The route through floor is very short.,The path through empty space is very short.,001366,pokemon_0385,1,path_length,,,0.0,,,
pk001367,The map has a reasonably long path through the floors and grass.,The map has a reasonably long path through empty tiles and hazards.,001367,pokemon_0386,1,path_length,,,30.0,,,
pk001368,The passable path is moderately long.,The walkable path is moderately long.,001368,pokemon_0387,1,path_length,,,19.0,,,
pk001369,The route is fairly long and winding through floor and grass.,The path is fairly long and winding through empty space.,001369,pokemon_0388,1,path_length,,,29.0,,,
pk001370,Long traversable paths wind through the floor.,Long traversable paths wind through empty space.,001370,pokemon_0389,1,path_length,,,25.0,,,
pk001371,The overworld has a very short path.,The map has very short empty paths.,001371,pokemon_0390,1,path_length,,,18.0,,,
pk001372,The overworld has a long path through floors and grass.,The map has a long path through empty space.,001372,pokemon_0392,1,path_length,,,25.0,,,
pk001373,The overworld has a very long traversable path.,The map has a very long passable path.,001373,pokemon_0393,1,path_length,,,31.0,,,
pk001374,The map has a long route with scattered enemies.,The map has a long route with scattered hazards.,001374,pokemon_0394,1,path_length,,,30.0,,,
pk001375,The overworld has a short traversable path.,The map has a short traversable path.,001375,pokemon_0395,1,path_length,,,18.0,,,
pk001376,The routes through floor are moderately long.,The paths through empty space are moderately long.,001376,pokemon_0396,1,path_length,,,23.0,,,
pk001377,The passable route is short and tiny.,The traversable path is short and tiny.,001377,pokemon_0397,1,path_length,,,6.0,,,
pk001378,The overworld path is tiny and broken by obstacles.,The walkable area is tiny and broken by walls.,001378,pokemon_0398,1,path_length,,,0.0,,,
pk001379,The overworld has a long winding path.,The map has a long winding traversable path.,001379,pokemon_0399,1,path_length,,,30.0,,,
pk001380,The overworld has a long traversable path.,The map has a long traversable path.,001380,pokemon_0400,1,path_length,,,25.0,,,
pk001381,The traversable path is fairly restricted.,The passable path is fairly restricted.,001381,pokemon_0401,1,path_length,,,24.0,,,
pk001382,The map has an extensive passable path.,The map has extensive empty space.,001382,pokemon_0402,1,path_length,,,35.0,,,
pk001383,The map has a reasonably long path through the FLOOR.,The map has a reasonably long path through empty space.,001383,pokemon_0403,1,path_length,,,30.0,,,
pk001384,The map has a long path through floor and grass.,The map has a long path through empty tiles.,001384,pokemon_0405,1,path_length,,,30.0,,,
pk001385,The route through floor is long.,The route through empty space is long.,001385,pokemon_0406,1,path_length,,,30.0,,,
pk001386,The map has a very short floor path.,The map has very short empty paths.,001386,pokemon_0407,1,path_length,,,0.0,,,
pk001387,The overworld has a minimal traversable path.,The map has minimal passable space.,001387,pokemon_0408,1,path_length,,,13.0,,,
pk001388,The passable path is very long and winding.,The walkable path is very long and winding.,001388,pokemon_0409,1,path_length,,,31.0,,,
pk001389,The passable floor path is moderately long.,The passable empty path is moderately long.,001389,pokemon_0410,1,path_length,,,21.0,,,
pk001390,The floor paths are moderately long.,The empty paths are moderately long.,001390,pokemon_0411,1,path_length,,,22.0,,,
pk001391,The route is minimal with only scattered passable tiles.,The path is minimal with only scattered passable spaces.,001391,pokemon_0412,1,path_length,,,0.0,,,
pk001392,The map has a long traversable path.,The map has a long passable path.,001392,pokemon_0413,1,path_length,,,30.0,,,
pk001393,The floor area is tiny and compact.,The empty space is tiny and compact.,001393,pokemon_0414,1,path_length,,,17.0,,,
